DEP	AR	CT	COM	LEG	JO	EFF	DTR	MOD	C_LOFF	C_LANC	NBCOM	RANGCOM	COMECH	POPECH	SUECH	DEPANC	ARRANC	CTANC	TNCCOFF	NCCOFF	TNCCANC	NCCANC
25	3	11	362	A23-10-1973	06-02-1974	01-01-1974	01-01-1974	330					25592						0	Malpas		
25	3	11	362	A21-12-1984	05-04-1985	01-01-1985	01-01-1985	210					25592						0	Malpas		
25			363	A16-10-1972	16-11-1972	01-01-1973	01-01-1973	330					25187						0	Mambouhans		
25	3	14	373	A17-12-2008		01-01-2009	01-01-2009	420									252		2	Mémont		
25	1	17	374	A04-06-1973	28-06-1973	01-07-1973	01-07-1973	340			1	1	25167						0	Mercey-le-Grand		
25	1	02	385	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	110											0	Montagney-Servigney	0	Montagney
25	1	02	385	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	340			1	1	25543						0	Montagney-Servigney		
25	3	14	389	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Montbéliardot		
25	3	14	391	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Mont-de-Laval		
25	2	12	392	A22-12-1972	23-01-1973	01-01-1973	01-01-1973	320			1	1	25260						0	Mont-de-Vougney		
25			396	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	330					25505						0	Montferney		
25			399	A23-11-2016	27-12-2016	01-01-2017	01-01-2017	311					25460						0	Montfort		
25			407	A18-06-1973	10-07-1973	01-07-1973	01-07-1973	330					25275						0	Montursin		
25			409	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	330					25505						0	Morchamps		
25			412	A29-09-1972	28-10-1972	01-01-1973	01-01-1973	310					25519						0	Mouillevillers		
25	1	17	414	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	330					25317						2	Moutherot		
25	1	17	414	A24-10-1985	20-11-1985	01-01-1986	01-01-1986	210					25317						2	Moutherot		
25	1	15	415	D22-01-1962	27-01-1962	28-01-1962	28-01-1962	100											0	Mouthier-Haute-Pierre	0	Mouthier
25	1	02	417	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	110											0	Naisey-les-Granges	0	Naisey
25	1	02	417	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	340			1	1	25291						0	Naisey-les-Granges		
25	3	14	421	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Narbief		
25	2	19	422	D21-12-1961	27-12-1961	28-12-1961	28-12-1961	100											0	Neuchâtel-Urtière	0	Neuchâtel
25			423	A27-11-1969	17-12-1969	01-12-1969	01-12-1969	310					25138						0	Neuvier		
25	3	18	424	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Nods		
25		18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	331					25424						0	Nods		
25	3	18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	341			6	1	25028						4	Premiers Sapins		
25	3	18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	341			6	2	25128						4	Premiers Sapins		
25	3	18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	341			6	5	25480						4	Premiers Sapins		
25	3	18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	341			6	4	25424						4	Premiers Sapins		
25	3	18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	341			6	3	25302						4	Premiers Sapins		
25	3	18	424	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	341			6	6	25585						4	Premiers Sapins		
25	3	14	425	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Noël-Cerneux		
25	3	18	432	A17-12-2008		01-01-2009	01-01-2009	420									251		1	Orchamps-Vennes		
25	2	12	433	A28-12-1972	27-01-1973	01-01-1973	01-01-1973	110											1	Orgeans-Blanchefontaine	1	Orgeans
25	2	12	433	A28-12-1972	27-01-1973	01-01-1973	01-01-1973	340			1	1	25064						1	Orgeans-Blanchefontaine		
25		15	434	A06-11-2015	26-12-2015	01-01-2016	01-01-2016	331					25434						1	Ornans		
25	1	15	434	A06-11-2015	26-12-2015	01-01-2016	01-01-2016	341			2	1	25076						1	Ornans		
25	1	15	434	A06-11-2015	26-12-2015	01-01-2016	01-01-2016	341			2	2	25434						1	Ornans		
25	3	18	435	A17-12-2008		01-01-2009	01-01-2009	420									251		1	Orsans		
25		09	438	A21-12-2015	03-02-2016	01-01-2016	01-01-2016	331					25438						1	Osselle		
25	1	09	438	A21-12-2015	03-02-2016	01-01-2016	01-01-2016	341			2	2	25509						1	Osselle-Routelle		
25	1	09	438	A21-12-2015	03-02-2016	01-01-2016	01-01-2016	341			2	1	25438						1	Osselle-Routelle		
25	3	18	441	A17-12-2008		01-01-2009	01-01-2009	420									251		1	Ouvans		
25	3	18	447	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Passonfontaine		
25	2	12	452	D22-01-1962	27-01-1962	28-01-1962	28-01-1962	100											0	Pierrefontaine-lès-Blamont	0	Pierrefontaine
25	3	18	453	D22-01-1962	27-01-1962	28-01-1962	28-01-1962	100											0	Pierrefontaine-les-Varans	0	Pierrefontaine
25	3	18	453	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Pierrefontaine-les-Varans		
25	3	14	456	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Plaimbois-du-Miroir		
25	3	18	457	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Plaimbois-Vennes		
25		17	460	A23-11-2016	27-12-2016	01-01-2017	01-01-2017	311					25460						0	Pointvillers		
25	1	17	460	A23-11-2016	27-12-2016	01-01-2017	01-01-2017	321			2	1	25399						2	Val		
25	1	17	460	A23-11-2016	27-12-2016	01-01-2017	01-01-2017	321			2	2	25460						2	Val		
25	2	19	463	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	340			1	1	25603						0	Pont-de-Roide		
25	2	19	463	D03-12-2014	05-12-2014	06-12-2014	06-12-2014	100											0	Pont-de-Roide-Vermondans	0	Pont-de-Roide
25	1	02	468	A22-12-1972	23-01-1973	01-01-1973	01-01-1973	110											0	Pouligney-Lusans	0	Pouligney
25	1	02	468	A22-12-1972	23-01-1973	01-01-1973	01-01-1973	340			1	1	25353						0	Pouligney-Lusans		
25	3		480	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Rantechaux		
25			480	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	331					25424						0	Rantechaux		
25			484	A13-06-1973	04-07-1973	01-07-1973	01-07-1973	330					25223						0	Refranche		
25	2	19	485	A31-12-1976	08-05-1977	01-01-1977	01-01-1977	110											0	Rémondans-Vaivre	0	Rémondans
25	2	19	485	A31-12-1976	08-05-1977	01-01-1977	01-01-1977	320			1	1	25577						0	Rémondans-Vaivre		
25	3	11	486	A10-11-1972	25-11-1972	01-01-1973	01-01-1973	110											0	Remoray-Boujeons	0	Remoray
25	3	11	486	A10-11-1972	25-11-1972	01-01-1973	01-01-1973	340			1	1	25080						0	Remoray-Boujeons		
25	1	08	495	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	100											0	Roche-lez-Beaupré	0	Roche
25	2	12	497	D21-12-1961	27-12-196104-05-1962	28-12-1961	28-12-1961	100											0	Roches-lès-Blamont	0	Roches
25	3	18	504	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Rosureux		
25	1	02	505	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	340			3	1	25144						0	Rougemont		
25	1	02	505	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	340			3	2	25396						0	Rougemont		
25	1	02	505	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	340			3	3	25409						0	Rougemont		
25			509	A21-12-2015	03-02-2016	01-01-2016	01-01-2016	331					25438						0	Routelle		
25	3	14	512	A17-12-2008		01-01-2009	01-01-2009	420									252		2	Russey		
25	2	12	519	A29-09-1972	28-10-1972	01-01-1973	01-01-1973	320			1	1	25412						0	Saint-Hippolyte		
25	2	03	521	D22-01-1962	27-01-1962	28-01-1962	28-01-1962	100											0	Saint-Julien-lès-Montbéliard	0	Saint-Julien
25	3	14	522	A17-12-2008		01-01-2009	01-01-2009	420									252		0	Saint-Julien-lès-Russey		
25	2	03	524	A17-11-1972	08-12-1972	01-01-1973	01-01-1973	110											0	Saint-Maurice-Colombier	0	Saint-Maurice-Échelotte
25	2	03	524	A17-11-1972	08-12-1972	01-01-1973	01-01-1973	340			1	1	25158						0	Saint-Maurice-Colombier		
25	2	03	524	A27-12-2001		01-01-2002	01-01-2002	360					25158						0	Saint-Maurice-Colombier		
25	1	17	527	D10-09-1968	17-09-1968	18-09-1968	18-09-1968	320			1	1	25069						0	Saint-Vit		
25	1	17	527	D23-04-1974	02-05-1974	01-06-1974	01-06-1974	340			1	1	39012						0	Saint-Vit		
25		03	529	A23-09-2015	24-12-2015	01-01-2016	01-01-2016	311					25529						0	Sancey-le-Grand		
25	2	03	529	A23-09-2015	24-12-2015	01-01-2016	01-01-2016	321			2	1	25529						0	Sancey		
25	2	03	529	A23-09-2015	24-12-2015	01-01-2016	01-01-2016	321			2	2	25530						0	Sancey		
25			530	A23-09-2015	24-12-2015	01-01-2016	01-01-2016	311					25529						0	Sancey-le-Long		
25			531	A09-08-2016	22-10-2016	01-01-2017	01-01-2017	311					25156						0	Santoche		
25	1	15	537	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	110											0	Scey-Maisières	0	Scey-en-Varais
25	1	15	537	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	340			1	1	25358						0	Scey-Maisières		
25	1	05	542	D21-12-1961	27-12-1961	28-12-1961	28-12-1961	100											0	Serre-les-Sapins	0	Serre
25			543	A10-05-1973	26-05-1973	01-07-1973	01-07-1973	330					25385						0	Servigney		
25	3	18	550	A17-12-2008		01-01-2009	01-01-2009	420									251		3	Sommette		
25			568	A15-12-1972	11-01-1973	01-01-1973	01-01-1973	330					25018						0	Tournedoz		
25	1	08	575	D11-03-1974	17-03-1974	01-04-1974	01-04-1974	110											0	Vaire-Arcier	0	Vaire-le-Grand
25	1	08	575	D11-03-1974	17-03-1974	01-04-1974	01-04-1974	320			1	1	25023						0	Vaire-Arcier		
25		08	575	A12-05-2016	20-07-2016	01-06-2016	01-06-2016	311					25575						0	Vaire-Arcier		
25	1	08	575	A12-05-2016	20-07-2016	01-06-2016	01-06-2016	321			2	2	25576						0	Vaire		
25	1	08	575	A12-05-2016	20-07-2016	01-06-2016	01-06-2016	321			2	1	25575						0	Vaire		
25			576	A12-05-2016	20-07-2016	01-06-2016	01-06-2016	311					25575						0	Vaire-le-Petit		
25			577	A31-12-1976	08-05-1977	01-01-1977	01-01-1977	310					25485						0	Vaivre		
25	3	18	578	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Valdahon		
25			581	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	330					25212						0	Valentin		
25	3		585	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Vanclans		
25			585	A30-11-2015	26-12-2015	01-01-2016	01-01-2016	331					25424						0	Vanclans		
25	3	11	592	A23-10-1973	06-02-1974	01-01-1974	01-01-1974	110											0	Vaux-et-Chantegrue-Malpas	0	Vaux-et-Chantegrue
25	3	11	592	A23-10-1973	06-02-1974	01-01-1974	01-01-1974	340			1	1	25362						0	Vaux-et-Chantegrue-Malpas		
25	3	11	592	A21-12-1984	05-04-1985	01-01-1985	01-01-1985	120											0	Vaux-et-Chantegrue	0	Vaux-et-Chantegrue-Malpas
25	3	11	592	A21-12-1984	05-04-1985	01-01-1985	01-01-1985	230					25362						0	Vaux-et-Chantegrue		
25	1		593	D21-12-1961	27-12-1961	28-12-1961	28-12-1961	100											0	Vaux-les-Prés	0	Vaux
25			593	A12-08-2016	22-10-2016	01-01-2017	01-01-2017	311					25147						0	Vaux-les-Prés		
25	3	18	596	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Vellerot-lès-Vercel		
25	3	18	600	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Vennes		
25	3	18	601	D13-08-1962	19-08-1962	20-08-1962	20-08-1962	110											0	Vercel-Villedieu-le-Camp	0	Vercel
25	3	18	601	D13-08-1962	19-08-1962	20-08-1962	20-08-1962	320			1	1	25636						0	Vercel-Villedieu-le-Camp		
25	3	18	601	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Vercel-Villedieu-le-Camp		
25			603	A15-09-1972	17-10-1972	01-01-1973	01-01-1973	330					25463						0	Vermondans		
25	3	18	605	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Vernierfontaine		
25			606	A18-06-1973	10-07-1973	01-07-1973	01-07-1973	330					25275						0	Vernois-le-Fol		
25	3		610	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Verrières-du-Grosbois		
25			610	A12-08-2016	22-10-2016	01-01-2017	01-01-2017	311					25222						0	Verrières-du-Grosbois		
25	3	18	623	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Villers-Chief		
25	3	18	625	A17-12-2008		01-01-2009	01-01-2009	420									251		0	Villers-la-Combe		
25			636	D13-08-1962	19-08-1962	20-08-1962	20-08-1962	310					25601						0	Villedieu-le-Camp		
26		04	001	A18-12-2015	31-12-2015	01-01-2016	01-01-2016	331					26001						1	Aix-en-Diois		
26	1	04	001	A18-12-2015	31-12-2015	01-01-2016	01-01-2016	341			2	2	26187						0	Solaure en Diois		
26	1	04	001	A18-12-2015	31-12-2015	01-01-2016	01-01-2016	341			2	1	26001						0	Solaure en Diois		
26	2	03	003	A13-01-2006		01-02-2006	01-02-2006	420									263		1	Aleyrac		
26	2	09	005	A13-01-2006		01-02-2006	01-02-2006	420									263		1	Allan		
26	2	08	008	A13-01-2006		01-02-2006	01-02-2006	420									263		1	Ancône		
26	1	02	020	A27-04-1992	27-05-1992	01-05-1992	01-05-1992	110											3	Répara-Auriples	1	Auriples
26	1	02	020	A27-04-1992	27-05-1992	01-05-1992	01-05-1992	320			1	1	26265						3	Répara-Auriples		
26			029	A22-06-1972	19-07-1972	01-08-1972	01-08-1972	310					26136						3	Bâtie-Crémezin		
26	2	03	031	A13-01-2006		01-02-2006	01-02-2006	420									263		3	Bâtie-Rolland		
26	3	19	034	A05-05-1998		01-06-1998	01-06-1998	610					26129	0	2				3	Baume-d'Hostun		
26	3	19	034	A05-05-1998		01-06-1998	01-06-1998	630					26129	0	2				3	Baume-d'Hostun		
26	1	04	036	D09-02-1955	13-02-1955	14-02-1955	14-02-1955	100											0	Beaumont-en-Diois	0	Beaumont
26	3	13	038	A05-09-1946		01-10-1946	01-10-1946	220					26379						0	Beaumont-Monteux		
26	3	19	039	A11-01-1950	18-02-1950	19-02-1950	19-02-1950	220					26381						0	Beauregard-Baret		
26			044	A31-03-1972	19-04-1972	01-01-1973	01-01-1973	310					26276						0	Béconne		
26	2	03	045	A13-01-2006		01-02-2006	01-02-2006	420									263		3	Bégude-de-Mazenc		
26	2	03	051	A19-12-2016		01-01-2017	01-01-2017	420									261		0	Bézaudun-sur-Bîne		
26	2	03	052	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Bonlieu-sur-Roubion		
26			053	A27-12-1973	03-02-1974	01-01-1974	01-01-1974	310					26055						0	Bonneval-en-Diois		
26	1	04	055	A27-12-1973	03-02-1974	01-01-1974	01-01-1974	110											0	Boulc-Bonneval	0	Boulc
26	1	04	055	A27-12-1973	03-02-1974	01-01-1974	01-01-1974	320			1	1	26053						0	Boulc-Bonneval		
26	1	04	055	A27-12-1974	24-01-1975	01-01-1975	01-01-1975	110											0	Boulc	0	Boulc-Bonneval
26	1	04	055	A27-12-1974	24-01-1975	01-01-1975	01-01-1975	320			1	1	26260						0	Boulc		
26	2	03	056	A19-12-2016		01-01-2017	01-01-2017	420									261		0	Bourdeaux		
26	1	19	059	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Bouvante		
26	2	03	060	A19-12-2016		01-01-2017	01-01-2017	420									261		0	Bouvières		
26	1	19	066	A19-12-2016		01-01-2017	01-01-2017	420									263		2	Chaffal		
26	2	06	073	D15-03-1955	18-03-1955	19-03-1955	19-03-1955	100											0	Chantemerle-lès-Grignan	0	Chantemerle
26	2	03	078	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Charols		
26	3	19	079	A19-11-1954	17-12-1954	18-12-1954	18-12-1954	220					26382						0	Charpey		
26	3	13	084	D19-08-1961	25-08-1961	26-08-1961	26-08-1961	100											0	Châteauneuf-sur-Isère	0	Châteauneuf-d'Isère
26	2	09	085	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Châteauneuf-du-Rhône		
26	2	10	091	A18-12-2001	21-02-2002	01-01-2002	01-01-2002	110											0	Chauvac-Laux-Montaux	0	Chauvac
26	2	10	091	A18-12-2001	21-02-2002	01-01-2002	01-01-2002	320			1	1	26158						0	Chauvac-Laux-Montaux		
26	2	03	095	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Cléon-d'Andran		
26	1	07	097	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Cliousclat		
26	2	03	101	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Comps		
26	2	03	102	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Condillac		
26	2	08	106	A13-01-2006		01-02-2006	01-02-2006	420									263		3	Coucourde		
26			109	A04-05-1972	16-11-1972	01-07-1972	01-07-1972	310					26354						0	Creyers		
26	3	13	110	A24-12-1999		01-01-2000	01-01-2000	600					26380	2	0				0	Crozes-Hermitage		
26	3	13	110	A24-12-1999		01-01-2000	01-01-2000	630					26380	0	0				0	Crozes-Hermitage		
26	2	03	111	A19-12-2016		01-01-2017	01-01-2017	420									261		0	Crupies		
26	2	03	114	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Dieulefit		
26	1	19	117	A19-12-2016		01-01-2017	01-01-2017	420									263		1	Échevis		
26	3	13	119	A24-05-1948	23-06-1948	24-06-1948	24-06-1948	220					26380						1	Érôme		
26			120	A17-05-1971	08-06-197107-07-1971	01-06-1971	01-06-1971	310					26128						5	Escoulin		
26	2	09	121	A13-01-2006		01-02-2006	01-02-2006	420									263		1	Espeluche		
26	1	04	128	A17-05-1971	08-06-197107-07-1971	01-06-1971	01-06-1971	110											1	Eygluy-Escoulin	0	Eygluy
26	1	04	128	A17-05-1971	08-06-197107-07-1971	01-06-1971	01-06-1971	320			1	1	26120						1	Eygluy-Escoulin		
26	3	19	129	A05-05-1998		01-06-1998	01-06-1998	610					26034	0	2				1	Eymeux		
26	3	19	129	A05-05-1998		01-06-1998	01-06-1998	630					26034	0	2				1	Eymeux		
26	2	03	131	A13-01-2006		01-02-2006	01-02-2006	420									263		1	Eyzahut		
26			132	A21-10-1970	14-11-1970	01-11-1970	01-11-1970	310					26199						3	Fare		
26	1	04	136	A22-06-1972	19-07-1972	01-08-1972	01-08-1972	110											0	Val-Maravel	0	Fourcinet
26	1	04	136	A22-06-1972	19-07-1972	01-08-1972	01-08-1972	320			2	1	26029						0	Val-Maravel		
26	1	04	136	A22-06-1972	19-07-1972	01-08-1972	01-08-1972	320			2	2	26237						0	Val-Maravel		
26			151	A30-12-1975	18-02-1976	01-01-1976	01-01-1976	310					26262						0	Jansac		
26	2	03	157	A13-01-2006		01-02-2006	01-02-2006	420									263		3	Laupie		
26			158	A18-12-2001	21-02-2002	01-01-2002	01-01-2002	310					26091						0	Laux-Montaux		
26	1	19	163	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Léoncel		
26	1	07	165	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Livron-sur-Drôme		
26	1	07	166	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Loriol-sur-Drôme		
26	2	06	169	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Malataverne		
26	2	03	171	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Manas		
26	2	03	176	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Marsanne		
26		13	179	A26-11-2015	26-12-2015	01-01-2016	01-01-2016	311					26179						0	Mercurol		
26	3	13	179	A26-11-2015	26-12-2015	01-01-2016	01-01-2016	341			2	2	26366						0	Mercurol-Veaunes		
26	3	13	179	A26-11-2015	26-12-2015	01-01-2016	01-01-2016	341			2	1	26179						0	Mercurol-Veaunes		
26	2	10	182	D28-07-1955	04-08-1955	05-08-1955	05-08-1955	100											0	Mirabel-aux-Baronnies	0	Mirabel
26	1	07	185	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Mirmande		
26			187	A18-12-2015	31-12-2015	01-01-2016	01-01-2016	331					26001						0	Molières-Glandaz		
26	2	09	191	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Montboucher-sur-Jabron		
26	2	06	192	D10-11-1906	17-11-1906	01-01-2004	01-01-2004	100											0	Montbrison-sur-Lez	0	Montbrison
26	2	97	198	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Montélimar		
26	2	10	199	A21-10-1970	14-11-1970	01-11-1970	01-11-1970	110											0	Montferrand-la-Fare	0	Montferrand
26	2	10	199	A21-10-1970	14-11-1970	01-11-1970	01-11-1970	320			1	1	26132						0	Montferrand-la-Fare		
26	2	03	202	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Montjoux		
26	1	19	217	A19-12-2016		01-01-2017	01-01-2017	420									263		3	Motte-Fanjas		
26	2	03	222	A13-01-2006		01-02-2006	01-02-2006	420									263		1	Orcinas		
26	1	19	223	A19-12-2016		01-01-2017	01-01-2017	420									263		1	Oriol-en-Royans		
26	3	02	224	A19-12-2016		01-01-2017	01-01-2017	420									261		1	Ourches		
26			230	A23-05-1966	04-09-1966	05-09-1966	05-09-1966	310					26321						0	Petit-Paris		
26			237	A22-06-1972	19-07-1972	01-08-1972	01-08-1972	310					26136						2	Pilhon		
26	2	03	243	A13-01-2006		01-02-2006	01-02-2006	420									263		2	Poët-Laval		
26	2	03	249	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Pont-de-Barret		
26	2	03	251	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Portes-en-Valdaine		
26	2	03	257	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Puygiron		
26			260	A27-12-1974	24-01-1975	01-01-1975	01-01-1975	310					26055						0	Ravel-et-Ferriers		
26	1	04	262	A30-12-1975	18-02-1976	01-01-1976	01-01-1976	110											0	Recoubeau-Jansac	0	Recoubeau
26	1	04	262	A30-12-1975	18-02-1976	01-01-1976	01-01-1976	320			1	1	26151						0	Recoubeau-Jansac		
26			265	A27-04-1992	27-05-1992	01-05-1992	01-05-1992	310					26020						3	Répara		
26	2	03	268	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Rochebaudin		
26	1	19	270	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Rochechinard		
26	2	03	272	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Rochefort-en-Valdaine		
26	2	03	276	A31-03-1972	19-04-1972	01-01-1973	01-01-1973	110											0	Roche-Saint-Secret-Béconne	0	Roche-Saint-Secret
26	2	03	276	A31-03-1972	19-04-1972	01-01-1973	01-01-1973	320			1	1	26044						0	Roche-Saint-Secret-Béconne		
26	2	03	276	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Roche-Saint-Secret-Béconne		
26			280	A27-04-1972	21-05-1972	01-06-1972	01-06-1972	310					26365						3	Rochette-sur-Crest		
26	2	06	285	D27-09-1958	02-10-1958	03-10-1958	03-10-1958	100											0	Rousset-les-Vignes	0	Rousset
26	2	03	287	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Roynac		
26	2	10	292	D17-12-1958	20-12-1958	21-12-1958	21-12-1958	100											0	Saint-Auban-sur-l'Ouvèze	0	Saint-Auban
26	3	19	302	D05-01-1965	09-01-1965	10-01-1965	10-01-1965	100											0	Sainte-Eulalie-en-Royans	0	Sainte-Eulalie
26	1	19	302	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Sainte-Eulalie-en-Royans		
26	2	03	305	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Saint-Gervais-sur-Roubion		
26	1	19	307	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Saint-Jean-en-Royans		
26	1	19	311	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Saint-Laurent-en-Royans		
26	2	03	312	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Saint-Marcel-lès-Sauzet		
26	1	19	316	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Saint-Martin-le-Colonel		
26	1	19	320	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Saint-Nazaire-en-Royans		
26	1	04	321	A23-05-1966	04-09-1966	05-09-1966	05-09-1966	320			1	1	26230						0	Saint-Nazaire-le-Désert		
26	1	19	331	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Saint-Thomas-en-Royans		
26	2	03	334	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Salettes		
26	2	08	337	A19-12-2016		01-01-2017	01-01-2017	420									263		0	Saulce-sur-Rhône		
26	2	03	338	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Sauzet		
26	2	08	339	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Savasse		
26	2	03	343	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Souspierre		
26	2	03	350	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Teyssières		
26	2	03	351	A19-12-2016		01-01-2017	01-01-2017	420									261		4	Tonils		
26	2	03	352	A13-01-2006		01-02-2006	01-02-2006	420									263		3	Touche		
26	2	08	353	A13-01-2006		01-02-2006	01-02-2006	420									263		4	Tourrettes		
26	1	04	354	A04-05-1972	16-11-1972	01-07-1972	01-07-1972	110											0	Treschenu-Creyers	0	Treschenu
26	1	04	354	A04-05-1972	16-11-1972	01-07-1972	01-07-1972	320			1	1	26109						0	Treschenu-Creyers		
26	2	03	356	A19-12-2016		01-01-2017	01-01-2017	420									261		0	Truinas		
26	1	02	365	A27-04-1972	21-05-1972	01-06-1972	01-06-1972	110											0	Vaunaveys-la-Rochette	0	Vaunaveys
26	1	02	365	A27-04-1972	21-05-1972	01-06-1972	01-06-1972	320			1	1	26280						0	Vaunaveys-la-Rochette		
26			366	A26-11-2015	26-12-2015	01-01-2016	01-01-2016	331					26179						0	Veaunes		
26	2	03	373	A13-01-2006		01-02-2006	01-02-2006	420									263		0	Vesc		
26	3	13	379	A05-09-1946		01-10-1946	01-10-1946	200			1	1	26038						0	Granges-les-Beaumont		
26	3	13	380	A24-05-1948	23-06-1948	24-06-1948	24-06-1948	200			1	1	26119						0	Gervans		
26	3	13	380	A24-12-1999		01-01-2000	01-01-2000	610					26110	0	0				0	Gervans		
26	3	13	380	A24-12-1999		01-01-2000	01-01-2000	620					26110	2	0				0	Gervans		
26	3	19	381	A11-01-1950	18-02-1950	19-02-1950	19-02-1950	200			1	1	26039						0	Jaillans		
26	3	19	382	A19-11-1954	17-12-1954	18-12-1954	18-12-1954	200			1	1	26079						0	Saint-Vincent-la-Commanderie		
27	1	18	003	A18-12-1970	02-02-1971	01-01-1971	01-01-1971	320			1	1	27461						1	Acquigny		
27	1	18	003	A15-12-2005		01-01-2006	01-01-2006	420									273		1	Acquigny		
27	1	16	004	A20-12-2016		01-01-2017	01-01-2017	420									273		1	Aigleville		
27			007	A09-12-2015	31-12-2015	01-01-2016	01-01-2016	331					27049						1	Ajou		
27	2	06	009	A20-12-2016		01-01-2017	01-01-2017	420									273		1	Ambenay		
27	2	05	011	A15-12-2005		01-01-2006	01-01-2006	420									273		1	Amfreville-la-Campagne		
27		05	011	A23-11-2015	27-12-2015	01-01-2016	01-01-2016	331					27011						1	Amfreville-la-Campagne		
27	2	05	011	A23-11-2015	27-12-2015	01-01-2016	01-01-2016	341			2	2	27506						1	Amfreville-Saint-Amand		
27	2	05	011	A23-11-2015	27-12-2015	01-01-2016	01-01-2016	341			2	1	27011						1	Amfreville-Saint-Amand		
